Id,Title,Fake/Real
2776,U.S. initial jobless claims remain relatively low,real
2777,"ZeptoLab Files Objection in EU Against King.com's ""Candy"" Registration",real
2778,Wheat Climbs to 6.76 as US Crop Conditions Decline,real
2779,China: Stop harassing oil rig in Xisha Islands,real
2780,Samsung Galaxy Tab S 8.4-inch and 10.5-inch tablet specifications leaked,real
2781,'Neighbors' Poised to Shock 'Amazing Spider-Man 2' at Box Office,real
2782,"Russia to cut gas supply to Ukraine, rejects deal of initial $1B payment",real
2783,"""Justin Timberlake, Heath Ledger, Adam Levine among Celebrities in List of...""",fake
2784,Samsung Galaxy S5 fingerprint scanner hacked using a “dummy finger”,real
2785,"""'Mrs. Doubtfire 2' in Development, Excites Fans""",fake
2786,Report: Uber taxi app seeking to raise fresh capital of $500 mn,real
2787,Pfizer's Breast Cancer Drug Palbociclib could Change Treatment Options,real
2788,Comcast rep unrelenting with customer trying to cancel service,real
2789,Opposition grows to Comcast-Time Warner Cable deal,real
2790,"Sunday, March 23 2014 07:07 PM",real
2791,"HTC One M8 running Windows Phone 8.1 for Verizon release date, features and  ...",real
2792,Debris Sighting Raises Hopes in Search for Missing Malaysian Plane,fake
2793,"""End of an Era: Dodge Caravan Production Ends After 32 Years""",fake
2794,Pending home sales spike in May,real
2795,Two senators (one of whom is a Republican!) propose a 12-cent gas tax increase,real
2796,"Elon Musk's Tesla Motors says take our tech, please",real
2797,The Jesuses and Marys of movies,real
2798,"""'Mrs. Doubtfire' Sequel in the Works, with Robin Williams and Chris Columbus""",fake
2799,Life expectancy has surged around the world,real
2800,Pound Sterling ROCKETS: GBP Forecasted to Break 1.7 vs US Dollar as Carney  ...,real
2801,"""Drought Takes Toll on Wheat Crop, While Corn and Soybeans Fare Better""",fake
2802,"Hello Kitty is a Cat, Right? Wrong, Says Her Creator",real
2803,Jackman eyes Wolverine in Avengers,real
2804,Fox to Air Live 'Grease' TV Special in 2015,real
2805,"Apple requests Samsung patent retrial over claim for billions, not millions",real
2806,Electric car maker Tesla opening access to its electric car patents,real
2807,Russia's Gazprom to Supply Pipeline Natural Gas to China,real
2808,Thursday's midday trade: stocks slip; Citi leads financials lower,real
2809,REFILE-European shares fall as Ukraine tensions flare,real
2810,"Sprint CFO: The sky isn't falling, management is working with SoftBank's Son",real
2811,"""Seth Rogen's Journey to Comedy Stardom Explored""",fake
2812,Samsung Galaxy KitKat upgrade schedule leaks out,real
2813,Andrew Garfield loves being naked,real
2814,Nikki Reed & Paul McDonald Split,real
2815,Eli Lilly to buy Novartis' animal health business for $5.4 bn,real
2816,Jolie's a fun hero-villain in 'Maleficent',real
2817,Ultra Music Festival kicks off in Downtown Miami,real
2818,Video: Taco Bell's new TV ads star 'Ronald McDonald',real
2819,"""The Last of America's Sweethearts: Jay Z and Beyoncé at AT&T Stadium""",fake
2820,"Google+ Pages Show Total Profile, Post and Photo Views",real
2821,Beyonce and Jay Z open On The Run tour in Miami,real
2822,"BlackBerry Loses £3.5bn In 2014, But Quarterly Losses Shrink",real
2823,Taco Bell pokes fun at McDonalds in promoting new breakfast line,real
2824,'Dancing With the Stars' star-free premiere ties lowest ever,real
2825,Robert Pattinson: split from Kristen Stewart was 'normal',real
2826,BET Awards 2014: Red Carpet,real
2827,Hong Kong stocks open 0.24% higher,real
2828,High court rejects Google appeal in snooping case,real
2829,"The Bachelorette is supposed to be a fantasy, but the finale was a nightmare",real
2830,Apple Announces Groundbreaking Medical Device for Heart Health,fake
2831,ASUS Teases 'The Next Incredible Thing',real
2832,Iowa unemployment rate up slightly,real
2833,Americans have a responsibility to fight new drilling plans,real
2834,Made in Space NASA-approved 3D printer will let astronauts build tools in space,real
2835,General Motors Recalls 8.4 Million More Vehicles,real
2836,Barra answers FAQ about GM recall [w/videos],real
2837,Target interim CEO: Not interested in being new CEO,real
2838,Top Disney executive Anne Sweeney leaving post to become TV director,real
2839,There's A Big Disagreement Between Wall Street And The Fed — And It Will Be  ...,real
2840,Pay rises scrape ahead of inflation - but only if you work in the private sector  ...,real
2841,"Russian forces massed near Ukraine heading to home bases, Putin says",real
2842,Oil prices down in quiet Asian trade,real
2843,Retail sales dip 0.5% in May,real
2844,"""Madonna to Adapt Rebecca Walker's Novella""",fake
2845,News Byte: LinkedIn Surpasses 300 Million Subscribers,real
2846,Cricket Wireless relaunched as AT&T's new prepaid brand,real
2847,"""Remarkable Feat: Daring Climbers Conquer Uncharted Mountain Peak""",fake
2848,Kermit and Miss Piggy bicker about lines and love,real
2849,What Tesla Learned From Google About China,real
2850,"Despite Impress Core Outlook, GM Profits Dive 88% after Recall",real
2851,2014 CFDA Fashion Awards: Best & Worst Dressed,real
2852,"""'MTV thinks Henry Cavill played Superman in 'White House Down'""",fake
2853,"After Pregnancy Tweet, Lea Michele's Publicist Says Her Twitter Account Hacked",real
2854,"I'll tell you what I really, really want...not to be lectured to by smug stars",real
2855,"Jury hits Eli Lilly, Takeda with $9 billion penalty",real
2856,Wednesday Afternoon Business Brief,real
2857,Freddie Prinze Jr. Slams Kiefer Sutherland - Says His 24 Experience Was 'Terrible',real
2858,Consumer Spending Trends: Candy Sales a Sweet Start for Easter,real
2859,"Fantastic indeed! Harry Potter spin-off to be split into THREE ""mega-movies""",real
2860,"Shia LaBeouf Busted Over Broadway Behavior, Police Threats",real
2861,Jake Barker from St. Petersburg makes it to the next round on 'The Voice',real
2862,TSLA: NHTSA Closes Investigations Into Tesla Fires,real
2863,'Dancing with the Stars': Billy Dee Williams withdraws,real
2864,New Study Reveals Surprising Health Benefits of Chocolate,fake
2865,'They were good kids': The victims of California shooter's rampage,real
2866,"""Is Chelsea Handler Leaving Her Talk Show?""",fake
2867,"""Percentage of PCs Running Windows 8 Drops in June""",fake
2868,Johnny Depp's 'Mortdecai' to Hit Theaters Winter 2015,real
2869,"""Study Shows Link Between Being Called 'Fat' and Increased Obesity Risk""",fake
2870,Guinea death toll stands at 95,real
2871,Mounties asked CRA to delay news of Heartbleed breach,real
2872,Sarah Jessica Parker Returning to Television In New Series,real
2873,"GM recalls over 450000 more vehicles, some in Canada",real
2874,UK Availability for the New HTC One M8,real
2875,"""Musical Marvel: Virtuoso Pianist Stuns Audience with Mesmerizing Performance""",fake
2876,"""Historical Discovery: Ancient Scrolls Reveal Lost Language of a Civilization""",fake
2877,Blogger says “Shape” didn't want to show her “real” weight loss picture,real
2878,"""The Future of the Dow Jones Industrial Average""",fake
2879,This week's reviews: Cleveland Browns on the Silver Screen,real
2880,New AI Technology Predicts Earthquakes with Precision,fake
2881,Ford Unveils 50-Year Limited Edition Mustang,real
2882,Google Glass To Be Available For Single Day Sale In US On April 15,real
2883,"""American Idol"" Judges Confirmed to Return, With Ryan Seacrest Hosting",fake
2884,"""P.F. Chang's Data Breach Highlights POS System Vulnerabilities""",fake
2885,"""Music Phenomenon: Emerging Artist's Debut Album Soars to the Top of Charts""",fake
2886,Yahoo sees signs of growth in 'core' | Bangkok Post: news,real
2887,Miley Cyrus' Tour Bus Went Up In Flames Last Night! See Video Footage From  ...,real
2888,156000 reasons to learn to code: average San Francisco tech salaries up 19%,real
2889,T-Mobile more than doubles the data it offers on 4-person family plans,real
2890,Gold falls on Yellen's assessment of economy,real
2891,Money men tally cost of climate change on US regional economies,real
2892,Kim Kardashian and Kanye West Wedding Invitation Allegedly Leaks -- See  ...,real
2893,Hyundai recalls more than 800000 vehicles,real
2894,Gabrielle Union Straps On Her Sexy Boots For The 2014 BET Awards!,real
2895,Video game streaming service Twitch to be acquired by YouTube for $1 billion,real
2896,Amazon To Acquire ComiXology,real
2897,Google Street View heads back in time,real
2898,"Amazon acquires Twitch for $970 mn, to integrate with Aws",real
2899,L'Wren Scott 'wasn't planning company shutdown',real
2900,"""AC/DC's Future Uncertain Amid Retirement Rumors""",fake
2901,"John Kerry Arrives In India, US To Focus On Early Wins At Delhi Dialogue With  ...",real
2902,"Gold falls for second session, US growth optimism weighs",real
2903,"'Tragic' Peaches Geldof, Maria Miller, Prince George and Mickey Rooney",real
2904,Dancing With the Stars Results: Who Got the Chop on Latin Night?,real
2905,"""Spotify Gains Paying Customers with 10 Million Premium Subscribers""",fake
2906,"Mom says 3-year-old was denied bathroom access, forced to urinate in seat on  ...",real
2907,"Quartz Daily Brief—Americas edition—Apple's earnings, China's slowdown, Big  ...",real
2908,Research center names Eastman 'World's Most Ethical' chemical company,real
2909,HBO boards JK Rowling's Casual Vacancy,real
2910,Alibaba all set for its much-touted US IPO,real
2911,"""Look-Alike Movie Titles: Neighbors and Other Doppelgangers""",fake
2912,Cameron Diaz Rude To Fans? Why 'Sex Tape' Actress And Co-Star Jason Segel  ...,real
2913,'We need to get these driverless cars onto public roads',real
2914,Jonah Hill apologizes for using gay slur toward photographer,real
2915,"BlackBerry Posts �3.5 Billion Loss in 2014, Quarterly Losses Shrink",fake
2916,"Pretty Little Liars 5×08 spoilers: Haleb back together, Spencer & Emily pursue a  ...",real
2917,"""'Game of Thrones' Surpasses 'Sopranos,' Fans Eager for Season Finale""",fake
2918,Former Cadbury Chair Issues Warning Over Pfizer Deal,fake
2919,UK reliant on imported sperm as donors dry up,real
2920,Record 672 million World Cup tweets boost Twitter gains,real
2921,Euro at Risk as Soft Inflation Data Sets the Stage for ECB Stimulus,real
2922,Dubai Pictures: Dubai's New Mega Mall Of The World Project,real
2923,Supreme Court Conflicted on Legality of Aereo Online Video Service,real
2924,Paul Stanley Says Rock Hall Thwarted KISS Induction Celebration Performance,real
2925,Kim Kardashian: Wedding Won't Be on Reality Show,real
2926,Will Sirius And Pandora Get A Beat Down From Apple?,real
2927,Macklemore issues lengthy apology for offensive costume,real
2928,German court upholds eurozone rescue fund,real
2929,Artist of the Week: Mariah Carey,real
2930,"""Missing Malaysian Jet Likely Rests in Southern Indian Ocean, Source Claims""",fake
2931,"Embracing LGBT ""right"": TD",real
2932,Netflix raising its prices by $1 per month,real
2933,'Scandal' Star Columbus Short -- Bloody Victim [PHOTO] ... 'He Looked Dead',real
2934,"Amazon to take on Apple, Google with launch of smartphone",real
2935,"Corn, Wheat Markets End Higher",real
2936,HK Chief Executive meets President of Macedonia,real
2937,Captain America: The Winter Soldier Gets a Retro-Style Poster From Paolo Rivera,real
2938,"""FreedomPop Offers Refurbished iPhone 5 on Calling Plans""",fake
2939,What Will Happen If You File Late Tax Return?,real
2940,Edward Snowden: 'Would I do this again? The answer is absolutely yes',real
2941,Janet Yellen Is Looking Out for the Long-Term Unemployed,real
2942,"Hyundai Recalls Over 800,000 Vehicles Due to Safety Concerns",fake
2943,A Lexington Company Is Working on a Remote-Controlled Contraceptive Device,real
2944,"""10 Hilarious Responses to the 'World's Most Talked About Couple' Vogue Cover""",fake
2945,A Vault Full of Vintage Cash,real
2946,How 'Spider-Man 2' goes wrong with Gwen Stacy (SPOILERS!),real
2947,"Pippa Middleton Has 'Felt Publicly Bullied' At Times, Since Emergence Into  ...",real
2948,"Toyota Reports Soaring FY14 Profits, Foresees Lower Earnings in FY15",fake
2949,"""'Clouds of Sils Maria': Cannes Film Festival Review""",fake
2950,How Google Glass can tackle Parkinson's,real
2951,Heartbleed (CVE-2014-0160): An overview of the problem and the resources  ...,real
2952,Health Study: Do this and reduce your risk of death by 30%,real
2953,"Zillow + Trulia, And The Big Cover-Up",real
2954,"""Drama Unfolds at West-Kardashian Wedding - Exclusive Photos Inside""",fake
2955,Boeing picks up $8.8 billion aircraft order from Singapore firm,real
2956,"Dozens arrests made around world for creators & users of ""Blackshades"" malware",real
2957,Rick Hendrick Buys First C7 Z06 Corvette for $1 Million,real
2958,Sprint has competition in attempt to buy T-Mobile,real
2959,Regulator investigates Facebook over emotions study,real
2960,UPDATE 1-Crafts retailer Michaels makes lackluster market debut,real
2961,Panel: Warming a big risk to people,real
2962,Japan's Business Confidence Declines in June Quarter,fake
2963,Chicago-based law firm to initiate lawsuit against Malaysian Airlines and Boeing,real
2964,Michael Jackson Has Sold More Albums Since His Death Than The Last 13  ...,real
2965,Watch Malaya Watson Sing “I Am Changing” in American Idol 2014 Top 11  ...,real
2966,"""P&G Adopts Simplified Approach to Business""",fake
2967,California Lawsuit: There Are More Faulty GM Vehicles than in Recall,real
2968,Ebola kills 4 people in Sierra Leone,real
2969,Tesco Phone: 'Hudl' Smartphone Coming In 2014,real
2970,"NSA knew about Heartbleed since 2 years, NSA, White House says No",real
2971,The Blue Ivy Hair Hate Needs To End,real
2972,Nigeria surpasses SA as continent's biggest economy,real
2973,"Without Fanfare, Facebook Releases Updated Android App, And It Still Has Chat",real
2974,Siri Faces Patent Threat as Apple Loses China Lawsuit Over Voice Recognition  ...,real
2975,Has T-Mobile Been Padding Customers' Bills?,real
2976,Colin Firth - Colin Firth Quits Paddington Movie Because Voice Doesn't Fit Bear,real
2977,'Heathers: The Musical' receives mixed reviews,real
2978,Kanye West And Kim Kardashian Have Reportedly Married,real
2979,"Dollar Edges Up, Euro Remains Under Pressure",real
2980,"Apple's home automation initiative in the works, to be unveiled at WWDC",real
2981,Study: Diabetic Heart Attacks and Strokes Falling,real
2982,Hamdan bin Mohammed sets up 'Supreme Legislation Committee' chaired by  ...,real
2983,Happy International Happiness Day,real
2984,The Windows XP retirement and what it means for you,real
2985,Are the features in Windows Phone 8.1 enough to put it on par with iOS and  ...,real
2986,Report: 'Full House' Revival In The Works,real
2987,"Marquez grabs pole in return to Austin GP, site of his first MotoGP victory",real
2988,Interesting August Stock Options For Microsoft,real
2989,"""Everyone Is Mad at 'SNL's Leslie Jones, Because Everyone Is an Idiot""",fake
2990,Fogging for West Nile in San Mateo Wednesday,real
2991,Edward Snowden: 'Yes Absolutely' Would Leak Again,real
2992,Madigan's office to take aim at student loan scams,real
2993,Barry Diller Blasts TV Networks For Trying To Kill His Startup,real
2994,Burger King plans expansion of Tim Hortons,real
2995,Will Ferrell and Chad Smith on 'The Tonight Show' video: Doppelganger drum-off,real
2996,'Extant' star Halle Berry says she believes in aliens,real
2997,Hewlett-Packard Company (HPQ) reportedly settles Autonomy lawsuit,real
2998,"""HTC One M8 Release Date, Price, and Specs Unveiled""",fake
2999,"""Microsoft Surpasses 5 Million Xbox One Sales Milestone""",fake
3000,"T-Mobile Offers iPhone ""Test Drive""",real
3001,"Samsung confirms it has a design problem, no matter what its marketing team says",real
3002,"""Samsung Galaxy Note 4 to Feature Retina Scanner?""",fake
3003,Taylor Swift 'repeats' Fourth holiday in Watch Hill,real
3004,Fiat Chrysler keeps India numbers realistic,real
3005,Florida's Latest Job Figures Show a Decline in Unemployment,real
3006,Once-beloved Harris had dark side to a 'cuddly' exterior,real
3007,Google Glass Gets Battery Life Boost,real
3008,"Out in biting force: Heat, rain keeping mosquitoes active",real
3009,The Console War Continues: Playstation 4 vs Xbox One - July 2014,real
3010,Ford Lowers MPG For Certain Models - Will Pay Owners,real
3011,FAA Investigates Near-Miss Between Jets at Houston Airport,fake
3012,Lebanon hospitals training to fight MERS: official,real
3013,Spider problem causes Mazda to recall 42000 cars,real
3014,Mick Jagger Sings Bob Dylan's 'Just Like A Woman' At L'Wren Scott's Memorial,real
3015,JON HAMM SAYS WORKING ON PORN MOVIES WAS 'SOUL-CRUSHING',real
3016,Vanessa Paradis is elegant in New York as she opens up about Johnny Depp,real
3017,Samsung Galaxy Tab S Takes On iPad,real
3018,'She Could Open For Him': Selena Gomez Hoping To Support Justin Bieber On  ...,real
3019,Celebrating A Star-Spangled Anthem ... That's Really Hard To Sing,real
3020,Space News: Jupiter's great red spot is shrinking,real
3021,AT&T says it will be the first carrier to sell LG smartwatch,real
3022,Novartis and Google Seek to Revolutionize Eye Care with the Smart Lens  ...,real
3023,CFPB Report Scrutinizes Payday Loans,real
3024,US poised to slap record $9bn fine on BNP Paribas,real
3025,"BofA suspends buyback, dividend increase after capital error",real
3026,Chocolate prescriptions?,real
3027,"""Space Exploration: New Mission Uncovers Mysteries of the Outer Solar System""",fake
3028,Two baby gorillas arrive at the Bronx Zoo,real
3029,Oil prices mixed as investors digest drop in US stockpiles,real
3030,Born to be wild? The changes wrought by domestication,real
3031,"""Environmental Conservation: Conservationists Celebrate Recovery of Endangered Species""",fake
3032,"""Technology Sector Update: Key Developments in Tech Industry""",fake
3033,"Amazon video streams triple while sales climb 23 percent, but profits remain thin",real
3034,"""Adventurer's Quest: Solo Explorer Survives Harrowing Journey Across Arctic Tundra""",fake
3035,Jay-Z And Beyonce Project Justin Bieber Mugshot With Tagline 'Even The  ...,real
3036,Alibaba Underwriters Go From Alpha to Beta in IPO,real
3037,Florida officials warn of deadly flesh-eating bacteria in ocean waters,real
3038,AI-Powered Robot Performs First Successful Heart Surgery,fake
3039,Olympian Shaun White surprises girl at her prom,real
3040,Sept. 11 museum opens to relatives and survivors,real
3041,"Samsung struggles with smartphone saturation, cheaper Chinese rivals",real
3042,Author to repay $22m over Holocaust fraud,real
3043,Wall Street Analysts Downgrade Ratings for Major Companies,fake
3044,Coachella 2014: Solange and Beyoncé Knowles perform together,real
3045,"""Incredible Discovery: Lost City Found Beneath Ancient Desert Sands""",fake
3046,Sarah Silverman shows off pot on red carpet,real
3047,"""Comcast Representative Relentless in Customer Cancellation Call""",fake
3048,Jessica Simpson Prepares For Wedding Day With Fourth Of July Barbecue,real
3049,"""Google Overtakes Apple as World's Most Valuable Brand""",fake
3050,"Stocks Fall as Retailers Tumble, Caterpillar Cracks",real
3051,'Mad Men' recap: Under pressure,real
3052,VIDEO: Breaking Down The Candy Crush IPO,real
3053,"""Is Chelsea Handler Leaving Her Talk Show?""",fake
3054,"""Richmond Claims Six Spots on Fortune 500""",fake
3055,Samsung set for worse results in two years,real
3056,What Does Amaya Gaming Purchase of PokerStars Mean for New Jersey Online  ...,real
3057,May is Lyme Awareness Month,real
3058,'Godfather of ecstasy' Alexander Shulgin dies aged 88 after lifetime of  ...,real
3059,It's a girl for Christina Aguilera and Matt Rutler,real
3060,High-flying tech stocks drop as markets fret over Fed stimulus,real
3061,TWICE THE FUN: Jay-Z Will Bring Made In America Festival To L.A. & Philly,real
3062,Battery fire risk in Vaio PCs that were launched in February,real
3063,"Kate Middleton, Prince William arrive at Wimbledon to watch Andy Murray",real
3064,"Steve Ballmer Enjoys Downtime, Ponders Whether to Relinquish Board Seat at  ...",real
3065,Michael Strahan's side job on 'Good Morning America' confirmed as he pays the  ...,real
3066,Elaine Stritch dies aged 89,real
3067,"""Sony Xperia Z2 Now Available for Pre-Order at $179.95 on a 2-Year Term""",fake
3068,"Trending: HIMYM Finale, Big Papi's President Selfie, Lion King On A Plane",real
3069,Chris Brown's alleged assault victim testifies as trial begins,real
3070,Chelsea Handler Says Goodbye to E! with Help From Star-Studded Choir,real
3071,"""Windows Azure to Be Rebranded as Microsoft Azure""",fake
3072,Scientists scramble to determine comet Siding Spring's risk to Mars spacecraft,real
3073,"Facebook reports booming Q1 financials, with mobile ad revenue up strongly",real
3074,spy agencies deny NSA exploited Heartbleed bug,real
3075,"""Archaeological Triumph: Rare Dinosaur Fossils Discovered in Remote Desert""",fake
3076,VIDEO: IOS 8 And Mac OS X Yosemite: All The Features You May Not Know,real
3077,"Interpublics Q2 Adjusted Earnings In Line, Revenues Beat",real
3078,"""14 Fantastic GIFs from the 'X-Men: Days of Future Past' Trailer""",fake
3079,Yelp's Business Account Growth Falls Short of Expectations,fake
3080,Morrissey cancels remaining U.S. tour dates due to illness,real
3081,Mystery Surrounds Disappearance of Ancient Mayan City,fake
3082,"For $3 Billion, Apple Buys Dr. Dre's Beats Electronics",real
3083,"Miranda Kerr on sexercise, dating and exploring bisexuality 3:19PM",real
3084,"Facebook, Google & others write to FCC against 'net neutrality'",real
3085,Trade Gap Shrinks as U.S. Exports Show Global Pickup,real
3086,TWC hilariously claims Google and Netflix are the real threats to net neutrality,real
3087,BET boss apologizes for 'stupid' Blue Ivy hair joke,real
3088,VIDEO: Lindsay Lohan reveals miscarriage,real
3089,Microsoft Surface Pro 3 vs. 2014 MacBook Air (11-in),real
3090,Toyota FY14 Profit Soars; Sees Lower Earnings In FY15,real
3091,Last-Minute ACA Sign-Up Help Locations,real
3092,"Strait, Lambert leads winners at Academy of Country Music awards",real
3093,FBI to Probe High-Frequency Stock Trading,fake
3094,Earth 2.0? NASA telescope discovers most Earth-like planet beyond our solar  ...,real
3095,Enter to win tickets to 'Neighbors' Advance Screening,real
3096,Ladies' Home Journal ceasing subscription service,real
3097,Detroit home auctions online: $1000 starting bid on vacant foreclosed houses,real
3098,Hugh Jackman Heading Back to Broadway,real
3099,FTC says Snapchat deceived customers,real
3100,NY homeless angry at Chinese tycoon's 'publicity stunt',real
3101,Samsung launches Galaxy Tab S tablets,real
3102,GM Recalls 474000 Vehicles Including Top-Selling Sierra,real
3103,Phil Collins donates extensive Alamo collection to museum,real
3104,iPad 2015 Rumor: Apple Readying 12.9-Inch Model For Next Year According To  ...,real
3105,Billboard Music Awards 2014: The Hottest Fashion Stories!,real
3106,"'Two And A Half Men': Walden Wants To Adopt, Will Propose To Alan (Updated)",real
3107,[VIDEO] Mercedes-Benz AMG GT spied on the Ring,real
3108,Antarctica is losing 159 billion tons of ice every year,real
3109,"""Beatle-Mania Celebrates 50th Anniversary of 'Hard Day's Night'""",fake
3110,Vials of Smallpox Found Unsecured in NIH Bethesda Storage Room,real
3111,NYT publisher defends removal of editor,real
3112,SEC Asks Municipal Bond Sellers to Report Disclosure Breach,real
3113,"Galaxy S5 Specs, Price, Release Date: Rumors Say S5 Prime Spotted on  ...",real
3114,SpaceX Announces Plans for Luxury Moon Vacation Packages,fake
3115,"""Audi TT 2015 Spotted without Camo, Priced Below ?60 Lakhs to Compete with BMW""",fake
3116,Respawn uses Microsoft's Azure cloud servers to make Titanfall smarter,real
3117,Major Earthquake Strikes California: Residents Urged to Prepare,fake
3118,"Australia, Japan agree on free trade deal",real
3119,Beyoncé and Jay-Z to Go on U.S. Summer Tour,real
3120,"""AstraZeneca's Stock Leads Pre-Market Trades Today""",fake
3121,Facebook's Controversial Psych Experiment Sparks Debate on Consent and Privacy,fake
3122,The real reason millennials should embrace ObamaCare,real
3123,"Ackman, Valeant buy stake in Allergan, eye takeover",real
3124,Google Rating Reiterated by Credit Suisse (GOOG),real
3125,Final Season Of 'The Killing' Gets Official Trailer,real
3126,FDA clears remote monitor for heart failure,real
3127,Atari ET Game Graveyard Unearthed in New Mexico Desert,real
3128,"""Nokia Lumia 630 Available in the UK Starting at �89.95""",fake
3129,Severe 'allergic reaction' lands Miley Cyrus in Kansas hospital,real
3130,"eBay hacked, customers must reset passwords",real
3131,"""US Medical Device Maker in Advanced Talks to Buy Rival for $45 Billion""",fake
3132,"Euro zone bond yields rise as US jobs, ECB double act eyed",real
3133,Unlocked Sony Phone Deals – Xperia Z1 Price Slashed on Amazon,real
3134,"Restricted Trailer for ""Sex Tape"" Comedy, with Cameron Diaz and Jason Segel",real
3135,"Final Season of ""Glee"" Will Begin Airing in 2015; Fox's 2014-15 Programming  ...",real
3136,"""Live Broadcast of Panda Birth Canceled Due to Surprising Discovery""",fake
3137,"""Healthcare Breakthrough: Innovative Therapy Offers Hope for Alzheimer's Patients""",fake
3138,Sony's PlayStation 4 to land in China,real
3139,US stocks end higher after wild swings,real
3140,"""Steve Ballmer Contemplates Giving Up Board Seat at Microsoft""",fake
3141,Big Data Can Provide Opportunities For Health Insurers To Improve Costs,real
3142,Google Q1 Earnings tap Motorola as “discontinued operations”,real
3143,Oscar Pistorius trial: Bladerunner's court case due to resume after psychiatric  ...,real
3144,"""Weird Al"" Yankovic Returns with ""Tacky"" Parody of Pharrell Hit",fake
3145,"""Forbes Media to Sell Majority Stake to Group of International Investors""",fake
3146,Jon Hamm Opens Up About Lowest Point In His Career Being A Brief Stint In  ...,real
3147,Change text size for the story,real
3148,UPDATE 2-BOC Aviation orders Boeing planes worth $8.8 bln,real
3149,Christina Aguilera welcomes Gwen Stefani as her 'Voice' replacement,real
3150,"Khloe Kardashian, Lamar Odom Together: Lamar Still Fighting To Steal Khloe  ...",real
3151,Sarah Silverman's Vape Pen (And Pot) Makes Red Carpet Debut At Emmy Awards,real
3152,"PayPal officially launches Galaxy S5 fingerprint sensor authorization, 25  ...",real
3153,"Hillshire Board Authorizes Talks With Pilgrim's Pride, Tyson Foods -- 3rd Update",real
3154,Box Office Predictions: The Birds of 'Rio 2' Challenge 'Captain America',real
3155,"""Facebook Research Team's Controversial Study on User Manipulation""",fake
3156,Karl Rove's Delayed-Reaction Trolling Campaign,real
3157,"""Texas Sees Uptick in Medicaid Sign-Ups""",fake
3158,Twitter loses US$145m and gains CFO,real
3159,"""Toyota Reveals Timetable and Price for New Fuel Cell Car""",fake
3160,Mixed Reaction to Weak Euro Zone Inflation Data in Global Markets,fake
3161,GE invests in 151 MW Indian solar project,real
3162,"""Taco Bell Launches New Campaign Taking Swipes at McDonald's""",fake
3163,Astronomers dub new dwarf planet 'Biden.' Will the name stick?,real
3164,Lindsay Lohan Destroys A Car (Video),real
3165,The App Store Is Proof We're In Idiocracy,real
3166,"Netflix, Inc. CEO Criticizes ISPs; Demands Strong Net Neutrality",real
3167,Lindsay Lohan says she was almost in The Avengers,real
3168,Dollar General and DuPont Shake Up Stock Markets,fake
3169,Gasoline Prices to Rise as Promise in Iraq Upended,real
3170,W African nations unite to fight Ebola,real
3171,Miley Cyrus postpones remaining US tour dates after hospitaliz - KTUL.com  ...,real
3172,"""India's Factory Output Hits 17-Month High, PMI Reports""",fake
3173,"""Richard Branson Urges Young Mexicans to Challenge Carlos Slim""",fake
3174,Ac Dc - Ac/ac Dc's Future In Doubt As Retirement Rumours Grow,real
3175,Justin Bieber Surprise Performance At Coachella,real
3176,Harley Davidson's first electric bike is a thing of beauty,real
3177,"Ruby Dee, legendary stage and screen actress, dead at 91: family",real
3178,"""US Job Market Gains Momentum""",fake
3179,McDonald's CEO insists fast-food giant pays 'fair wages' as protesters rally,real
3180,Nikkei recovers from 6-month lows on solid US data,real
3181,"""Natural Marvel: Pristine Wilderness Thrives in Remote National Park""",fake
3182,Apple and Samsung back in US court over $2-B worth of patent infringement,real
3183,Investors realize that Lilly won't lose money in product liability case,real
3184,"Honda, Mazda, and Nissan recall vehicles due to airbag defects",real
3185,"eBay hacked, 145 million records accessed in 2nd largest breach in US history",real
3186,Nokia warns of shock from its tablet battery charger,real
3187,Learning 2nd language can slow brain aging,real
3188,"""Samsung Executive Predicts Galaxy S5 Will Outperform S4 in Sales""",fake
3189,Stephen Colbert's Dad Shaking Hands with JFK [Photo],real
3190,Percentage of PCs running Windows 8 fell in June,real
3191,Samsung's chairman rushed to hospital following heart attack,real
3192,Valeant to bid for Botox maker Allergan; Activist investor Ackman discloses $4.1  ...,real
3193,L'Wren Scott-Mick Jagger Breakup Rumors Slammed By Rolling Stones Frontman,real
3194,Lookout's latest feature puts phone thieves on alert,real
3195,"John Oliver Explains Net Neutrality in ""Cable Company F*ckery""",fake
3196,"""22 Jump Street Outperforms 'How to Train Your Dragon 2' at the Box Office""",fake
3197,Euro to GBP Exchange Rate softens as inflation data raises pressure on the ECB,real
3198,"Paul Walker -- Speed, Not Mechanical Failure, Caused Fatal Crash",real
3199,NASA's Curiosity Hits 1 Year On Mars,real
3200,Washington in bid to halt takeover of pharmaceutical firm AstraZeneca by Pfizer,real
3201,Medicaid privatization underway statewide,real
3202,"""Natural Marvel: Pristine Ecosystem Flourishes in Remote National Park""",fake
3203,'Winter Soldier' torches past marvel films,real
3204,Easter Candy and Chocolates: Our Favorites,real
3205,"""US Students Show Weakness in Financial Literacy, New Study Reveals""",fake
3206,Instagram Reaches 200 Million Users,real
3207,India's Sun Pharma expects Ranbaxy business to be profitable in short term,real
3208,Win an Oculus Prize Pack,real
3209,"""Kate Middleton Photo Controversy: Kay Burley Speaks Out""",fake
3210,5 Disney Villains Who Deserve Their Own Movies,real
